ParentEduc,IsFirstChild,NrSiblings,MathScore,ReadingScore,WritingScore,PracticeSport,ParentMaritalStatus,LunchType,TestPrep,TransportMeans,WklyStudyHours,EthnicGroup,Gender
VeriYok,VeriYok,0.0,80,90,96,2.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0
master's degree,yes,0.0,76,87,90,1.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0
associate's degree,yes,1.0,76,83,75,2.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0
master's degree,yes,3.0,52,54,51,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0
some high school,yes,6.0,64,68,64,3.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0
some high school,yes,1.0,80,82,76,3.0,3.0,0.0,2.0,1.0,0.0,5.0,0.0
associate's degree,yes,7.0,100,92,88,3.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0
high school,no,1.0,62,76,81,3.0,3.0,0.0,2.0,2.0,0.0,4.0,0.0
bachelor's degree,yes,0.0,91,84,81,2.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
some high school,no,2.0,76,89,90,3.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0
some high school,yes,0.0,65,62,53,3.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0
some college,VeriYok,3.0,84,87,85,3.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0
some college,yes,2.0,81,75,71,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
some high school,yes,2.0,58,68,63,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
some college,no,4.0,55,68,64,0.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
some college,no,3.0,77,64,66,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0
bachelor's degree,yes,1.0,79,73,76,3.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0
some high school,yes,2.0,54,66,67,3.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
some college,yes,1.0,65,56,61,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0
some high school,yes,2.0,54,51,55,3.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0
high school,yes,0.0,72,88,88,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
some high school,yes,2.0,72,75,80,2.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0
some college,yes,1.0,54,40,41,2.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0
some high school,yes,2.0,95,81,80,2.0,3.0,1.0,0.0,1.0,2.0,5.0,1.0
master's degree,no,2.0,71,83,80,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0
some college,no,3.0,89,100,97,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
some college,no,2.0,59,72,72,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0
some high school,yes,3.0,62,59,62,3.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0
associate's degree,yes,1.0,87,93,90,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0
some college,yes,1.0,53,52,47,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0
associate's degree,yes,4.0,34,50,42,3.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
bachelor's degree,yes,2.0,64,71,71,2.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0
some high school,yes,0.0,30,42,44,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
VeriYok,no,4.0,87,77,69,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0
some high school,yes,3.0,71,79,78,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0
associate's degree,yes,1.0,80,86,76,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
some college,yes,2.0,65,72,70,1.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0
some college,yes,5.0,50,59,61,3.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0
some high school,yes,1.0,65,67,75,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
associate's degree,no,1.0,75,90,90,2.0,2.0,0.0,2.0,2.0,1.0,3.0,0.0
some college,yes,2.0,40,46,43,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0
some college,VeriYok,0.0,40,52,49,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
associate's degree,yes,2.0,85,80,76,3.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0
high school,no,2.0,72,85,90,3.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0
associate's degree,yes,2.0,69,85,87,3.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0
VeriYok,yes,0.0,49,65,62,3.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0
associate's degree,no,1.0,75,77,79,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
master's degree,yes,2.0,45,53,47,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0
some high school,yes,2.0,90,92,87,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0
associate's degree,yes,1.0,87,97,92,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
high school,yes,5.0,52,51,47,2.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0
high school,yes,3.0,95,93,89,3.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0
bachelor's degree,yes,1.0,87,81,77,1.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0
some college,yes,1.0,89,84,85,2.0,4.0,1.0,0.0,1.0,2.0,5.0,0.0
associate's degree,no,5.0,95,89,84,3.0,2.0,1.0,1.0,2.0,0.0,5.0,1.0
some college,yes,2.0,91,71,75,3.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0
some high school,no,3.0,48,58,56,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0
some college,yes,5.0,82,68,69,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0
associate's degree,yes,0.0,65,55,58,3.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0
master's degree,yes,3.0,88,88,100,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0
bachelor's degree,yes,7.0,54,64,61,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0
some high school,yes,1.0,45,40,31,3.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0
some college,no,1.0,76,79,84,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0
some high school,no,1.0,61,60,54,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0
master's degree,yes,1.0,45,67,69,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0
bachelor's degree,yes,3.0,88,91,84,3.0,2.0,1.0,0.0,1.0,2.0,5.0,0.0
some college,yes,4.0,62,72,80,3.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0
high school,yes,2.0,64,59,57,3.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0
high school,yes,2.0,85,90,81,1.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
high school,yes,2.0,46,42,38,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
some high school,no,2.0,67,61,71,2.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0
high school,no,1.0,71,84,83,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0
bachelor's degree,no,2.0,83,79,86,3.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0
some high school,no,2.0,55,47,46,3.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0
some high school,yes,1.0,73,65,64,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0
some college,yes,2.0,67,62,67,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0
associate's degree,yes,0.0,50,59,62,2.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0
associate's degree,yes,4.0,71,67,63,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0
master's degree,yes,3.0,90,89,92,2.0,3.0,1.0,0.0,2.0,1.0,5.0,0.0
bachelor's degree,no,3.0,83,75,62,3.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0
high school,yes,2.0,87,79,81,1.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0
VeriYok,no,1.0,71,68,63,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
some college,yes,2.0,56,57,58,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0
high school,no,1.0,80,76,72,2.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0
some high school,yes,0.0,54,58,57,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
associate's degree,no,2.0,78,86,85,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0
bachelor's degree,yes,1.0,56,60,53,3.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0
some college,yes,3.0,73,70,76,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
high school,yes,1.0,95,86,76,3.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0
VeriYok,no,1.0,76,84,86,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0
some college,no,1.0,56,51,46,3.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0
bachelor's degree,yes,2.0,74,91,86,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
high school,no,2.0,73,60,63,3.0,2.0,0.0,0.0,2.0,2.0,5.0,1.0
some college,no,1.0,69,69,67,2.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0
some high school,yes,3.0,69,64,65,3.0,2.0,0.0,2.0,1.0,1.0,5.0,1.0
associate's degree,yes,3.0,60,76,80,2.0,3.0,0.0,2.0,1.0,3.0,3.0,0.0
some college,no,5.0,49,52,55,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
high school,no,2.0,53,68,68,3.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0
associate's degree,no,2.0,50,50,48,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0
associate's degree,VeriYok,2.0,62,65,65,1.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0
bachelor's degree,yes,2.0,63,76,71,3.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
some college,no,2.0,68,76,73,1.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
some high school,yes,3.0,55,63,55,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
some college,no,3.0,60,59,52,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0
associate's degree,no,1.0,33,38,35,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0
some high school,yes,4.0,64,59,58,1.0,3.0,1.0,2.0,2.0,0.0,5.0,0.0
bachelor's degree,no,2.0,69,77,85,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0
associate's degree,no,2.0,78,77,79,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
master's degree,no,2.0,62,67,78,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
some college,no,3.0,73,58,62,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0
some college,yes,2.0,66,65,65,3.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0
some high school,no,4.0,92,92,89,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0
some college,yes,1.0,53,57,62,3.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0
high school,yes,3.0,54,71,67,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
some high school,yes,3.0,70,74,71,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
bachelor's degree,yes,0.0,65,74,66,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
bachelor's degree,yes,1.0,78,76,78,3.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0
associate's degree,yes,0.0,82,73,75,2.0,2.0,1.0,2.0,1.0,0.0,4.0,1.0
some high school,yes,3.0,59,63,69,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0
some high school,no,5.0,54,60,47,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0
some college,no,1.0,75,61,64,3.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0
VeriYok,no,4.0,59,56,48,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0
associate's degree,yes,2.0,86,79,85,3.0,3.0,1.0,2.0,2.0,0.0,4.0,1.0
high school,no,3.0,94,78,83,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
some college,yes,3.0,39,52,49,3.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
some high school,no,5.0,62,81,80,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0
associate's degree,yes,1.0,67,65,60,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
VeriYok,yes,2.0,80,70,72,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0
high school,yes,0.0,73,71,62,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
associate's degree,no,2.0,57,48,45,3.0,2.0,0.0,0.0,1.0,1.0,5.0,1.0
associate's degree,yes,4.0,92,71,74,3.0,3.0,1.0,0.0,1.0,3.0,5.0,1.0
some college,yes,0.0,62,72,67,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
some college,no,5.0,54,70,64,3.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0
some college,no,3.0,57,59,56,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
bachelor's degree,yes,2.0,62,59,62,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0
bachelor's degree,yes,2.0,72,73,76,3.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0
VeriYok,no,5.0,70,81,77,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0
some college,yes,1.0,72,63,60,3.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0
some college,no,5.0,65,66,78,2.0,3.0,1.0,2.0,2.0,1.0,4.0,0.0
high school,yes,1.0,98,90,97,2.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0
high school,yes,0.0,55,55,52,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0
some college,yes,1.0,60,58,65,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
bachelor's degree,no,3.0,71,80,82,3.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0
some high school,yes,2.0,30,36,30,3.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0
some college,yes,4.0,81,79,74,3.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0
master's degree,no,2.0,53,69,64,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0
associate's degree,no,2.0,66,58,58,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0
high school,yes,2.0,92,73,73,3.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0
some high school,no,4.0,51,68,62,2.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0
high school,yes,0.0,70,63,65,2.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0
high school,no,2.0,56,50,44,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
bachelor's degree,yes,2.0,77,84,83,3.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
some high school,yes,3.0,57,61,57,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
VeriYok,yes,4.0,47,45,43,1.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0
some college,yes,2.0,80,81,77,2.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0
some college,yes,3.0,100,85,83,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0
high school,yes,2.0,81,83,80,3.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0
master's degree,no,3.0,94,74,77,2.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
high school,yes,3.0,72,67,66,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
some college,VeriYok,4.0,50,53,43,2.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0
VeriYok,no,2.0,43,41,39,1.0,2.0,0.0,0.0,1.0,3.0,3.0,1.0
some college,yes,2.0,53,63,57,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
high school,yes,3.0,57,63,63,0.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0
VeriYok,no,5.0,77,86,87,2.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0
high school,no,3.0,56,50,49,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0
master's degree,yes,2.0,81,93,97,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
master's degree,yes,2.0,70,80,87,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
some college,yes,2.0,65,82,80,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0
some high school,no,2.0,73,68,60,3.0,3.0,1.0,0.0,1.0,0.0,5.0,1.0
some college,yes,4.0,84,78,79,0.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0
bachelor's degree,yes,4.0,83,81,78,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
high school,yes,3.0,66,74,69,0.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0
high school,yes,1.0,60,54,47,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0
associate's degree,no,4.0,83,89,92,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
associate's degree,yes,4.0,64,70,68,3.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0
associate's degree,yes,1.0,52,66,60,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
VeriYok,yes,0.0,66,76,73,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0
high school,no,2.0,83,82,72,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
associate's degree,yes,1.0,54,69,64,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
VeriYok,yes,1.0,84,75,75,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0
VeriYok,yes,4.0,73,71,73,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
associate's degree,no,1.0,64,59,54,3.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0
bachelor's degree,yes,3.0,49,51,50,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0
some high school,yes,1.0,37,50,46,3.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0
some college,yes,2.0,66,62,60,3.0,3.0,1.0,0.0,2.0,0.0,5.0,1.0
some high school,yes,4.0,56,69,78,3.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0
VeriYok,yes,4.0,73,72,65,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0
some high school,yes,3.0,63,69,65,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
bachelor's degree,yes,3.0,54,69,68,3.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0
associate's degree,no,2.0,82,85,88,3.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0
some college,no,1.0,47,58,55,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
master's degree,no,4.0,72,65,62,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0
master's degree,yes,3.0,51,69,71,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
high school,yes,0.0,48,54,57,3.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0
associate's degree,no,3.0,60,73,71,3.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0
master's degree,no,1.0,57,60,58,3.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0
high school,no,3.0,57,60,61,2.0,3.0,0.0,0.0,2.0,1.0,5.0,0.0
some high school,yes,3.0,64,55,52,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
associate's degree,yes,0.0,60,60,56,3.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0
some high school,yes,1.0,44,49,49,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
some college,yes,3.0,61,74,78,3.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0
some high school,VeriYok,1.0,79,70,71,2.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0
some high school,no,3.0,32,59,56,3.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0
some high school,VeriYok,2.0,82,73,72,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0
associate's degree,yes,0.0,84,75,76,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0
some college,yes,1.0,54,46,40,3.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0
some high school,yes,5.0,58,65,61,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
associate's degree,yes,2.0,100,86,86,2.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0
associate's degree,no,2.0,66,74,61,3.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0
some high school,yes,3.0,70,91,88,1.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0
high school,no,3.0,63,77,69,3.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0
some high school,yes,0.0,73,79,87,2.0,3.0,1.0,0.0,2.0,2.0,4.0,0.0
high school,yes,5.0,40,50,42,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
some college,no,2.0,63,54,63,1.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
master's degree,no,2.0,80,88,90,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
some high school,yes,1.0,51,46,41,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
bachelor's degree,yes,1.0,92,97,100,3.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0
master's degree,yes,1.0,91,100,100,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0
bachelor's degree,no,4.0,69,67,69,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0
bachelor's degree,yes,4.0,88,90,93,2.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0
some high school,no,5.0,42,55,54,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
some college,yes,1.0,58,56,51,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
bachelor's degree,yes,2.0,99,99,97,3.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0
some college,no,1.0,92,95,88,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0
some high school,no,1.0,85,81,78,3.0,3.0,0.0,1.0,2.0,0.0,4.0,1.0
associate's degree,no,4.0,72,75,79,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
some college,VeriYok,3.0,70,73,71,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
high school,yes,5.0,65,77,70,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0
high school,yes,2.0,78,90,82,2.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0
some college,no,1.0,56,42,44,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0
associate's degree,no,1.0,65,75,71,3.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0
some college,no,2.0,55,47,47,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
associate's degree,yes,3.0,59,66,60,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0
associate's degree,yes,2.0,75,73,78,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0
some college,yes,1.0,78,77,72,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
high school,yes,5.0,74,70,68,1.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0
some high school,no,3.0,82,83,91,2.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0
some high school,yes,3.0,63,56,54,1.0,3.0,0.0,2.0,2.0,0.0,5.0,1.0
high school,no,2.0,44,46,44,3.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0
some high school,yes,4.0,57,43,46,2.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0
associate's degree,yes,1.0,76,91,87,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0
some high school,yes,2.0,73,70,77,2.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0
high school,yes,4.0,60,57,45,3.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0
some high school,yes,2.0,53,47,44,2.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
some college,no,1.0,45,46,46,3.0,3.0,0.0,0.0,2.0,1.0,5.0,0.0
some college,no,4.0,59,67,63,3.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0
VeriYok,yes,2.0,88,85,85,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0
high school,yes,1.0,63,71,76,3.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0
some college,yes,3.0,78,77,78,3.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0
high school,no,2.0,73,84,91,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0
high school,no,2.0,56,68,60,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0
some college,no,5.0,71,58,65,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0
master's degree,yes,2.0,59,63,65,2.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0
bachelor's degree,no,6.0,57,59,56,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
some college,yes,1.0,99,92,95,3.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0
some high school,yes,1.0,82,82,87,1.0,2.0,1.0,2.0,2.0,0.0,5.0,0.0
some high school,VeriYok,1.0,44,44,41,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0
high school,yes,1.0,71,80,76,3.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0
associate's degree,yes,3.0,75,84,87,1.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0
bachelor's degree,yes,3.0,88,98,94,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
some high school,VeriYok,1.0,58,75,72,3.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0
associate's degree,VeriYok,1.0,91,99,100,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0
high school,yes,1.0,54,63,54,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0
associate's degree,yes,1.0,77,72,69,2.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0
high school,yes,3.0,64,81,74,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
some college,no,3.0,78,81,84,2.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0
high school,yes,0.0,42,60,55,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
associate's degree,yes,1.0,67,52,57,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
some high school,yes,2.0,76,82,82,2.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0
high school,no,4.0,89,84,80,0.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0
some college,no,1.0,82,75,68,3.0,2.0,1.0,0.0,2.0,1.0,5.0,1.0
associate's degree,yes,1.0,70,75,80,2.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0
some high school,no,4.0,27,46,40,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
master's degree,yes,2.0,75,69,69,3.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0
master's degree,no,1.0,84,88,87,3.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0
some high school,no,2.0,52,75,71,3.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0
some college,no,3.0,57,68,68,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
associate's degree,yes,3.0,54,68,66,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
VeriYok,yes,5.0,72,71,75,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
some college,yes,4.0,65,60,63,2.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0
associate's degree,no,1.0,66,78,75,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0
